0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.307641841202187294e+01 -2.370155967223457338e+01 -2.348641466721741367e+01 -2.295167535023713867e+01 -2.113070427062282164e+01 -1.956801407457815145e+01 -1.778291192070177473e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.049680127761159021e+01 -2.442901910864162218e+01 -2.508580621120681897e+01 -2.449932875504130081e+01 -2.291119483660038725e+01 -2.075504076767677475e+01 -1.904989338097226081e+01 -1.706732830673470147e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.649653414890773107e+01 -2.583509187368892057e+01 -2.595766024292931462e+01 -2.498126008548642574e+01 -2.343225563005400502e+01 -2.159448236236773866e+01 -1.960067669668684331e+01 -1.765815624582444698e+01 -1.617218133644604450e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.989999999999999991e+00 -1.986697993877449520e+01 -2.682359754423202247e+01 -2.653534012742877479e+01 -2.595133400949027802e+01 -2.502925779534450257e+01 -2.366273607199557105e+01 -2.218795094342235430e+01 -1.783668135985207570e+01 -1.528800718826007987e+01 -1.379852078989135933e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.857578443471641805e+00 -2.224919997120377246e+01 -2.773392665533017620e+01 -2.748747861967780182e+01 -2.719704882050026740e+01 -2.730893249533306388e+01 -2.583691174979054850e+01 -2.350063903484048211e+01 -2.138443598233286735e+01 -1.634241389024398572e+01 -1.296123647806963852e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.271515939513799509e+01 -2.635200039743475386e+01 -2.859400805208980856e+01 -2.862482842227432300e+01 -2.883978535295264578e+01 -2.923369296050870147e+01 -2.854368170288806539e+01 -2.620118889266314710e+01 -2.160422521775568683e+01 -1.691088132316061632e+01 -1.381669739671309216e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 -1.451636574620462383e+01 -2.723180921259695353e+01 -2.949068727157755987e+01 -2.984087299437083729e+01 -3.198668351518812969e+01 -3.322560584963923702e+01 -3.194303837267253954e+01 -2.886612452053966038e+01 -2.442220576924056274e+01 -1.986620064739087255e+01 -1.463723508385061223e+01 -1.126084707405180652e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.989999999999999991e+00 -1.569370380282577315e+01 -2.831899334787785349e+01 -3.039814432699521163e+01 -3.181482403625934552e+01 -3.436294879963703153e+01 -3.600724930985654737e+01 -3.534332281014775390e+01 -3.259976534150825955e+01 -2.837099279825848797e+01 -2.053598722528350606e+01 -1.574065188268045823e+01 -1.131026301557074731e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -5.461922322186334000e+00 -1.837283544826530601e+01 -2.935679533329290791e+01 -3.121667719408426933e+01 -3.452758509614474036e+01 -3.696558794839502582e+01 -3.765053554453815110e+01 -3.641730442141414414e+01 -3.371855382881727792e+01 -3.038649191566559438e+01 -2.471336227521384288e+01 -1.753156255043031919e+01 -1.309527155749369598e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.102241277770911054e+01 -2.164055714209814951e+01 -3.053869935192811980e+01 -3.283652615212615444e+01 -3.674498048744118250e+01 -3.881596279558991114e+01 -3.967105728523704755e+01 -3.821237114933759926e+01 -3.648075208162322980e+01 -3.321315101599860498e+01 -2.886775665519022382e+01 -2.001051203474271745e+01 -1.525401261829017052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
