-5.598052144050598145e-01 -7.344619953073561192e-04
-5.592686533927917480e-01 5.365526303648948669e-04
-5.574650764465332031e-01 1.803566468879580498e-03
-5.544079542160034180e-01 3.057127119973301888e-03
-5.501201152801513672e-01 4.287867341190576553e-03
-5.446335077285766602e-01 5.486567504703998566e-03
-5.379893183708190918e-01 6.644223351031541824e-03
-5.302371978759765625e-01 7.752118632197380066e-03
-5.214352607727050781e-01 8.801903575658798218e-03
-5.116496086120605469e-01 9.785677306354045868e-03
-5.009535551071166992e-01 1.069607771933078766e-02
-4.894271492958068848e-01 1.152636948972940445e-02
-4.781566262245178223e-01 1.127053052186965942e-02
-4.682258665561676025e-01 9.930769912898540497e-03
-4.577084779739379883e-01 1.051738020032644272e-02
-4.466820657253265381e-01 1.102641504257917404e-02
-4.372274279594421387e-01 9.454645216464996338e-03
-4.274133443832397461e-01 9.814084507524967194e-03
-4.173106849193572998e-01 1.010266318917274475e-02
-4.069917201995849609e-01 1.031894236803054810e-02
-3.975296020507812500e-01 9.462118148803710938e-03
-3.879906237125396729e-01 9.538980200886726379e-03
-3.804408907890319824e-01 7.549742702394723892e-03
-3.749321401119232178e-01 5.508761852979660034e-03
-3.715017735958099365e-01 3.430361161008477211e-03
-3.691729605197906494e-01 2.328807255253195763e-03
-3.669613599777221680e-01 2.211601007729768753e-03
-3.668817877769470215e-01 7.958087371662259102e-05
-3.679347634315490723e-01 -1.052971347235143185e-03
-3.711132407188415527e-01 -3.178477520123124123e-03
-3.763958811759948730e-01 -5.282646976411342621e-03
-3.837470114231109619e-01 -7.351132575422525406e-03
-3.931165337562561035e-01 -9.369518607854843140e-03
-4.034398496150970459e-01 -1.032333355396986008e-02
-4.156450033187866211e-01 -1.220513507723808289e-02
-4.296457171440124512e-01 -1.400070916861295700e-02
-4.453417658805847168e-01 -1.569606363773345947e-02
-4.626193940639495850e-01 -1.727761514484882355e-02
-4.813517928123474121e-01 -1.873241364955902100e-02
-5.014002323150634766e-01 -2.004841715097427368e-02
-5.226150155067443848e-01 -2.121478505432605743e-02
-5.448371767997741699e-01 -2.222216315567493439e-02
-5.679001212120056152e-01 -2.306298166513442993e-02
-5.916318297386169434e-01 -2.373169921338558197e-02
-6.158568263053894043e-01 -2.422498725354671478e-02
-6.403986811637878418e-01 -2.454185113310813904e-02
-6.650823354721069336e-01 -2.468366920948028564e-02
-6.897364854812622070e-01 -2.465411834418773651e-02
-7.141954898834228516e-01 -2.445903606712818146e-02
-7.383016943931579590e-01 -2.410619147121906281e-02
-7.619066834449768066e-01 -2.360497601330280304e-02
-7.848727703094482422e-01 -2.296607755124568939e-02
-8.070738315582275391e-01 -2.220109850168228149e-02
-8.273960351943969727e-01 -2.032219618558883667e-02
-8.447423577308654785e-01 -1.734630204737186432e-02
-8.610357642173767090e-01 -1.629341766238212585e-02
-8.752090334892272949e-01 -1.417327020317316055e-02
-8.872077465057373047e-01 -1.199872884899377823e-02
-8.959889411926269531e-01 -8.781205862760543823e-03
-9.015229940414428711e-01 -5.534045398235321045e-03
-9.037920236587524414e-01 -2.269007032737135887e-03
-9.037888646125793457e-01 3.181490228598704562e-06
-9.005134701728820801e-01 3.275360213592648506e-03
-8.939762711524963379e-01 6.537183653563261032e-03
-8.841986060142517090e-01 9.777687489986419678e-03
-8.712139129638671875e-01 1.298469956964254379e-02
-8.550695776939392090e-01 1.614430174231529236e-02
-8.358291983604431152e-01 1.924039982259273529e-02
-8.135747909545898438e-01 2.225440554320812225e-02
-7.884097099304199219e-01 2.516511082649230957e-02
-7.604609131813049316e-01 2.794877626001834869e-02
-7.298814654350280762e-01 3.057947382330894470e-02
-6.968517303466796875e-01 3.302971646189689636e-02
-6.615803241729736328e-01 3.527139127254486084e-02
-6.243034005165100098e-01 3.727695345878601074e-02
-5.852825641632080078e-01 3.902079910039901733e-02
-5.448017716407775879e-01 4.048079252243041992e-02
-5.031620860099792480e-01 4.163970798254013062e-02
-4.606755375862121582e-01 4.248652979731559753e-02
-4.176581501960754395e-01 4.301740229129791260e-02
-3.744219839572906494e-01 4.323615506291389465e-02
-3.312676846981048584e-01 4.315430670976638794e-02
-2.884771525859832764e-01 4.279053956270217896e-02
-2.463073879480361938e-01 4.216976091265678406e-02
-2.049856036901473999e-01 4.132177308201789856e-02
-1.647058278322219849e-01 4.027977585792541504e-02
-1.256270259618759155e-01 3.907880932092666626e-02
-8.787275850772857666e-02 3.775426745414733887e-02
-5.153212696313858032e-02 3.634063154458999634e-02
-1.666167750954627991e-02 3.487044945359230042e-02
1.671189256012439728e-02 3.337357193231582642e-02
4.858860373497009277e-02 3.187671303749084473e-02
7.899183034896850586e-02 3.040322475135326385e-02
1.079649180173873901e-01 2.897309325635433197e-02
1.355680078268051147e-01 2.760308608412742615e-02
1.618750095367431641e-01 2.630701102316379547e-02
1.869710683822631836e-01 2.509605325758457184e-02
2.109501957893371582e-01 2.397912926971912384e-02
2.339134663343429565e-01 2.296326681971549988e-02
2.559674382209777832e-01 2.205396629869937897e-02
2.772229611873626709e-01 2.125554345548152924e-02
2.977944016456604004e-01 2.057143487036228180e-02
3.177988827228546143e-01 2.000448666512966156e-02
3.373560905456542969e-01 1.955719478428363800e-02
3.565880060195922852e-01 1.923192478716373444e-02
3.756191134452819824e-01 1.903109624981880188e-02
3.945764601230621338e-01 1.895734667778015137e-02
4.135901331901550293e-01 1.901366189122200012e-02
4.327936172485351562e-01 1.920349337160587311e-02
4.523244500160217285e-01 1.953084580600261688e-02
4.723248183727264404e-01 2.000035159289836884e-02
4.919421076774597168e-01 1.961731165647506714e-02
5.113223791122436523e-01 1.938024349510669708e-02
