0.000000000000000000e+00 -3.768118579041136229e+01 -3.772391036311913837e+01 -3.782787785446731021e+01 -3.805664033133940904e+01 -3.838526402386705172e+01 -3.903831195245550845e+01 -3.906800720088342160e+01 -3.856288487777323581e+01 -3.701135652604791204e+01 -3.571075781003866467e+01 -3.382913657451157974e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.833427045065192829e+01 -3.836913427722802794e+01 -3.848991735208780085e+01 -3.879589004161959309e+01 -3.952162663709611934e+01 -4.039567995807755807e+01 -4.034879272951665996e+01 -3.974671424545962140e+01 -3.845667334693837347e+01 -3.599637166000764665e+01 -3.316047788140585340e+01 -3.247004363177502739e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.881462617455325415e+01 -3.887015734282818613e+01 -3.909656056239639810e+01 -3.960690400628322294e+01 -4.071466154221613465e+01 -4.160999183581450467e+01 -4.158414429806146728e+01 -4.082490509604576800e+01 -3.938804027083552484e+01 -3.743584457991195080e+01 -3.407066745854741185e+01 -3.178783105313759805e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.918998266411702502e+01 -3.938988659517342228e+01 -3.974731910925379452e+01 -4.059005921352836310e+01 -4.189275099128302315e+01 -4.265971154549349365e+01 -4.215981302118171925e+01 -4.117065754041300352e+01 -3.990156569379529827e+01 -3.842653452083493448e+01 -3.583539095349887305e+01 -3.112217575465406583e+01 -3.092231796450317916e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.962937963359245686e+01 -3.964275023509954110e+01 -3.988679204526962963e+01 -4.041668764359618393e+01 -4.165234411807758619e+01 -4.314302812915990870e+01 -4.354153208566396671e+01 -4.308523009740162024e+01 -4.234022955708734059e+01 -4.108378240859685349e+01 -3.882192834724277475e+01 -3.685743606914949311e+01 -3.339852359333042386e+01 -3.022326009660249468e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.018647314647190427e+01 -4.010973591610790834e+01 -4.047389380397799385e+01 -4.111282797916415177e+01 -4.262458181977040539e+01 -4.445060541202235527e+01 -4.452532466986647819e+01 -4.496162092289503676e+01 -4.607576483486821672e+01 -4.573821224744951053e+01 -4.172825001472926942e+01 -3.730618508965800828e+01 -3.489776011266931732e+01 -2.951355343998535474e+01 -2.916585112486081499e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.037564040836451795e+01 -4.049821948909665537e+01 -4.104006042462972914e+01 -4.181916282332804258e+01 -4.359235607071622098e+01 -4.539489386023025475e+01 -4.589301671647810821e+01 -4.853640230620866447e+01 -5.145707362216885628e+01 -5.090009926193844336e+01 -4.722244673597894149e+01 -4.127369870889417314e+01 -3.529584336297940439e+01 -3.146127658989489717e+01 -2.865398894327880086e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.090158150749604005e+01 -4.094570525557696783e+01 -4.159242467978680935e+01 -4.256523724300040357e+01 -4.456416756677965907e+01 -4.640072264502185817e+01 -4.787113028768789036e+01 -5.381064788305231161e+01 -5.474872037237567213e+01 -5.393245157164360393e+01 -5.222765534075574578e+01 -4.699168880218665834e+01 -3.757401625747478136e+01 -3.292965578212798761e+01 -2.793353444982264477e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.125965638386001189e+01 -4.139031431261274463e+01 -4.213687027831639398e+01 -4.322745439333686335e+01 -4.558211444486848762e+01 -4.742015860506995750e+01 -5.054774076885021827e+01 -5.626631341821224908e+01 -5.672128471870421862e+01 -5.586531803260611184e+01 -5.418130425280458695e+01 -5.127278689973612558e+01 -4.311489265878630306e+01 -3.356663708696973458e+01 -2.793621556576162845e+01 -2.698172209085885953e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.158927811665510177e+01 -4.183039897832909304e+01 -4.269453579398757626e+01 -4.399785284568936561e+01 -4.667397847967167479e+01 -4.862175779293917088e+01 -5.520579338227157962e+01 -5.805096886533336686e+01 -5.860929468586925850e+01 -5.778629921071351561e+01 -5.606924340016745845e+01 -5.307399640719904710e+01 -4.924649045674997438e+01 -3.646048940142654970e+01 -3.030163426161530182e+01 -2.631967580173821375e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
